,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
3110,Arthritis, muscle weakness, stiff_neck, swelling_joints, movement_stiffness
3111,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
3112,Acne, skin rash, pus_filled_pimples, blackheads, scurring
3113,Urinary tract infection, burning micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3114,Psoriasis, skin rash, joint pain, skin peeling, silver_like_dusting
3115,Impetigo, skin rash, high fever, blister, red_sore_around_nose
3116,Fungal infection,itching, skin rash, nodal skin eruptions, dischromic _patches
3117,Allergy, continuous sneezing, shivering, chills, watering_from_eyes
3118,GERD, stomach pain, acidity, ulcers on tongue, vomiting
3119,Chronic cholestasis,itching, vomiting, yellowish skin, nausea
3120,Drug Reaction,itching, skin rash, stomach pain, burning micturition
3121,Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
3122, cold, muscle wasting, patches in throat, high fever, extra_marital_contacts
3123,Diabetes , fatigue, weight loss, restlessness, lethargy
3124,Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
3125,Bronchial Asthma, fatigue, cough, high fever, breathlessness
3126,Hypertension , headache, chest pain, dizziness, loss of balance
3127,Migraine, acidity, indigestion, headache, blurred and distorted vision
3128,Cervical spondylosis, back pain, weakness_in_limbs, neck pain, dizziness
3129,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
3130,Jaundice,itching, vomiting, fatigue, weight loss
3131,Malaria, chills, vomiting, high fever, sweating
3132,Chicken pox,itching, skin rash, fatigue, lethargy
3133,Dengue, skin rash, chills, joint pain, vomiting
3134,Allergy, chills, vomiting, fatigue, high fever
3135,hepatitis A, joint pain, vomiting, yellowish skin, dark urine
3136,Hepatitis B,itching, fatigue, lethargy, yellowish skin
3137,Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
3138,Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
3139,Hepatitis E, joint pain, vomiting, fatigue, high fever
3140,Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
3141,Tuberculosis, chills, vomiting, fatigue, weight loss
3142,Common Cold, continuous sneezing, chills, fatigue, cough
3143,Pneumonia, chills, fatigue, cough, high fever
3144,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
3145,Heart attack, vomiting, breathlessness, sweating, chest pain
3146,Varicose veins, fatigue, cramps, bruising, obesity
3147,Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
3148,Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
3149,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3150,Osteoarthristis, joint pain, neck pain, knee pain, hip_joint pain
3151,Arthritis, muscle weakness, stiff_neck, swelling_joints, movement_stiffness
3152,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
3153,Acne, skin rash, pus_filled_pimples, blackheads, scurring
3154,Urinary tract infection, burning micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3155,Psoriasis, skin rash, joint pain, skin peeling, silver_like_dusting
3156,Impetigo, skin rash, high fever, blister, red_sore_around_nose
3157,Fungal infection,itching, skin rash, nodal skin eruptions, dischromic _patches
3158,Allergy, continuous sneezing, shivering, chills, watering_from_eyes
3159,GERD, stomach pain, acidity, ulcers on tongue, vomiting
3160,Chronic cholestasis,itching, vomiting, yellowish skin, nausea
3161,Drug Reaction,itching, skin rash, stomach pain, burning micturition
3162,Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
3163, cold, muscle wasting, patches in throat, high fever, extra_marital_contacts
3164,Diabetes , fatigue, weight loss, restlessness, lethargy
3165,Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
3166,Bronchial Asthma, fatigue, cough, high fever, breathlessness
3167,Hypertension , headache, chest pain, dizziness, loss of balance
3168,Migraine, acidity, indigestion, headache, blurred and distorted vision
3169,Cervical spondylosis, back pain, weakness_in_limbs, neck pain, dizziness
3170,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
3171,Jaundice,itching, vomiting, fatigue, weight loss
3172,Malaria, chills, vomiting, high fever, sweating
3173,Chicken pox,itching, skin rash, fatigue, lethargy
3174,Dengue, skin rash, chills, joint pain, vomiting
3175,Allergy, chills, vomiting, fatigue, high fever
3176,hepatitis A, joint pain, vomiting, yellowish skin, dark urine
3177,Hepatitis B,itching, fatigue, lethargy, yellowish skin
3178,Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
3179,Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
3180,Hepatitis E, joint pain, vomiting, fatigue, high fever
3181,Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
3182,Tuberculosis, chills, vomiting, fatigue, weight loss
3183,Common Cold, continuous sneezing, chills, fatigue, cough
3184,Pneumonia, chills, fatigue, cough, high fever
3185,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
3186,Heart attack, vomiting, breathlessness, sweating, chest pain
3187,Varicose veins, fatigue, cramps, bruising, obesity
3188,Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
3189,Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
3190,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3191,Osteoarthristis, joint pain, neck pain, knee pain, hip_joint pain
3192,Arthritis, muscle weakness, stiff_neck, swelling_joints, movement_stiffness
3193,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
3194,Acne, skin rash, pus_filled_pimples, blackheads, scurring
3195,Urinary tract infection, burning micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3196,Psoriasis, skin rash, joint pain, skin peeling, silver_like_dusting
3197,Impetigo, skin rash, high fever, blister, red_sore_around_nose
3198,Fungal infection,itching, skin rash, nodal skin eruptions, dischromic _patches
3199,Allergy, continuous sneezing, shivering, chills, watering_from_eyes
3200,GERD, stomach pain, acidity, ulcers on tongue, vomiting
3201,Chronic cholestasis,itching, vomiting, yellowish skin, nausea
3202,Drug Reaction,itching, skin rash, stomach pain, burning micturition
3203,Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
3204, cold, muscle wasting, patches in throat, high fever, extra_marital_contacts
3205,Diabetes , fatigue, weight loss, restlessness, lethargy
3206,Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
3207,Bronchial Asthma, fatigue, cough, high fever, breathlessness
3208,Hypertension , headache, chest pain, dizziness, loss of balance
3209,Migraine, acidity, indigestion, headache, blurred and distorted vision
3210,Cervical spondylosis, back pain, weakness_in_limbs, neck pain, dizziness
3211,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
3212,Jaundice,itching, vomiting, fatigue, weight loss
3213,Malaria, chills, vomiting, high fever, sweating
3214,Chicken pox,itching, skin rash, fatigue, lethargy
3215,Dengue, skin rash, chills, joint pain, vomiting
3216,Allergy, chills, vomiting, fatigue, high fever
3217,hepatitis A, joint pain, vomiting, yellowish skin, dark urine
3218,Hepatitis B,itching, fatigue, lethargy, yellowish skin
3219,Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
3220,Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
3221,Hepatitis E, joint pain, vomiting, fatigue, high fever
3222,Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
3223,Tuberculosis, chills, vomiting, fatigue, weight loss
3224,Common Cold, continuous sneezing, chills, fatigue, cough
3225,Pneumonia, chills, fatigue, cough, high fever
3226,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
3227,Heart attack, vomiting, breathlessness, sweating, chest pain
3228,Varicose veins, fatigue, cramps, bruising, obesity
3229,Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
3230,Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
3231,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3232,Osteoarthristis, joint pain, neck pain, knee pain, hip_joint pain
3233,Arthritis, muscle weakness, stiff_neck, swelling_joints, movement_stiffness
3234,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
3235,Acne, skin rash, pus_filled_pimples, blackheads, scurring
3236,Urinary tract infection, burning micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3237,Psoriasis, skin rash, joint pain, skin peeling, silver_like_dusting
3238,Impetigo, skin rash, high fever, blister, red_sore_around_nose
3239,Fungal infection,itching, skin rash, nodal skin eruptions, dischromic _patches
3240,Allergy, continuous sneezing, shivering, chills, watering_from_eyes
3241,GERD, stomach pain, acidity, ulcers on tongue, vomiting
3242,Chronic cholestasis,itching, vomiting, yellowish skin, nausea
3243,Drug Reaction,itching, skin rash, stomach pain, burning micturition
3244,Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
3245, cold, muscle wasting, patches in throat, high fever, extra_marital_contacts
3246,Diabetes , fatigue, weight loss, restlessness, lethargy
3247,Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
3248,Bronchial Asthma, fatigue, cough, high fever, breathlessness
3249,Hypertension , headache, chest pain, dizziness, loss of balance
3250,Migraine, acidity, indigestion, headache, blurred and distorted vision
3251,Cervical spondylosis, back pain, weakness_in_limbs, neck pain, dizziness
3252,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
3253,Jaundice,itching, vomiting, fatigue, weight loss
3254,Malaria, chills, vomiting, high fever, sweating
3255,Chicken pox,itching, skin rash, fatigue, lethargy
3256,Dengue, skin rash, chills, joint pain, vomiting
3257,Allergy, chills, vomiting, fatigue, high fever
3258,hepatitis A, joint pain, vomiting, yellowish skin, dark urine
3259,Hepatitis B,itching, fatigue, lethargy, yellowish skin
3260,Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
3261,Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
3262,Hepatitis E, joint pain, vomiting, fatigue, high fever
3263,Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
3264,Tuberculosis, chills, vomiting, fatigue, weight loss
3265,Common Cold, continuous sneezing, chills, fatigue, cough
3266,Pneumonia, chills, fatigue, cough, high fever
3267,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
3268,Heart attack, vomiting, breathlessness, sweating, chest pain
3269,Varicose veins, fatigue, cramps, bruising, obesity
3270,Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
3271,Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
3272,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3273,Osteoarthristis, joint pain, neck pain, knee pain, hip_joint pain
3274,Arthritis, muscle weakness, stiff_neck, swelling_joints, movement_stiffness
3275,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
3276,Acne, skin rash, pus_filled_pimples, blackheads, scurring
3277,Urinary tract infection, burning micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3278,Psoriasis, skin rash, joint pain, skin peeling, silver_like_dusting
3279,Impetigo, skin rash, high fever, blister, red_sore_around_nose
3280,Fungal infection,itching, skin rash, nodal skin eruptions, dischromic _patches
3281,Allergy, continuous sneezing, shivering, chills, watering_from_eyes
3282,GERD, stomach pain, acidity, ulcers on tongue, vomiting
3283,Chronic cholestasis,itching, vomiting, yellowish skin, nausea
3284,Drug Reaction,itching, skin rash, stomach pain, burning micturition
3285,Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
3286, cold, muscle wasting, patches in throat, high fever, extra_marital_contacts
3287,Diabetes , fatigue, weight loss, restlessness, lethargy
3288,Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
3289,Bronchial Asthma, fatigue, cough, high fever, breathlessness
3290,Hypertension , headache, chest pain, dizziness, loss of balance
3291,Migraine, acidity, indigestion, headache, blurred and distorted vision
3292,Cervical spondylosis, back pain, weakness_in_limbs, neck pain, dizziness
3293,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
3294,Jaundice,itching, vomiting, fatigue, weight loss
3295,Malaria, chills, vomiting, high fever, sweating
3296,Chicken pox,itching, skin rash, fatigue, lethargy
3297,Dengue, skin rash, chills, joint pain, vomiting
3298,Allergy, chills, vomiting, fatigue, high fever
3299,hepatitis A, joint pain, vomiting, yellowish skin, dark urine
3300,Hepatitis B,itching, fatigue, lethargy, yellowish skin
3301,Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
3302,Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
3303,Hepatitis E, joint pain, vomiting, fatigue, high fever
3304,Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
3305,Tuberculosis, chills, vomiting, fatigue, weight loss
3306,Common Cold, continuous sneezing, chills, fatigue, cough
3307,Pneumonia, chills, fatigue, cough, high fever
3308,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
3309,Heart attack, vomiting, breathlessness, sweating, chest pain
3310,Varicose veins, fatigue, cramps, bruising, obesity
3311,Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
3312,Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
3313,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3314,Osteoarthristis, joint pain, neck pain, knee pain, hip_joint pain
3315,Arthritis, muscle weakness, stiff_neck, swelling_joints, movement_stiffness
3316,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
3317,Acne, skin rash, pus_filled_pimples, blackheads, scurring
3318,Urinary tract infection, burning micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3319,Psoriasis, skin rash, joint pain, skin peeling, silver_like_dusting
3320,Impetigo, skin rash, high fever, blister, red_sore_around_nose
3321,Fungal infection,itching, skin rash, nodal skin eruptions, dischromic _patches
3322,Allergy, continuous sneezing, shivering, chills, watering_from_eyes
3323,GERD, stomach pain, acidity, ulcers on tongue, vomiting
3324,Chronic cholestasis,itching, vomiting, yellowish skin, nausea
3325,Drug Reaction,itching, skin rash, stomach pain, burning micturition
